row_index,beta,finders_share,r,patch_scale,sigma,q,c,v,C_birth,mean_lambda,scrounge_rate,network_mean_degree,network_lcc_fraction,mean_fish_density,fleet_size,wealth_gini
334.0,2.0,0.6000000000000001,0.2166666666666666,0.2166666666666666,0.7,0.05,0.0,6.0,3.5,2.937733915936352,0.4331615792254366,7.640284692246997,0.6566194418263945,0.6467042254836918,68.66666666666667,0.1498759009549544
335.0,5.0,0.6000000000000001,0.05,0.1333333333333333,0.1,0.3666666666666667,0.3,3.0,2.0,3.5921062156108223,0.3162232917042779,1.392875011298064,0.3181822470043872,0.3257374768038403,45.06666666666666,0.2723603457295411
336.0,5.0,0.6000000000000001,0.2166666666666666,0.1333333333333333,0.1,0.3666666666666667,0.3,3.0,2.0,3.0959437467303137,0.3723864706306632,4.294030216503147,0.8377449278536945,0.2864097588460559,120.69333333333334,0.235974778797367
337.0,5.0,0.2,0.2166666666666666,0.1333333333333333,0.1,0.3666666666666667,0.3,3.0,2.0,2.7037352441953697,0.4498390448980872,3.5270618872861914,0.6453803547451438,0.3394993190904036,104.91333333333333,0.2478819888613682
338.0,5.0,0.2,0.2166666666666666,0.1333333333333333,0.1,1.0,0.3,3.0,2.0,0.2183480379780494,0.0,0.0,0.0233333333333333,0.0791672756221005,0.1733333333333333,0.0
339.0,5.0,0.2,0.05,0.05,0.7,0.6833333333333333,0.0,6.0,3.5,2.9813130352249435,0.4923826620129179,8.461653031465131,0.5805268907164981,0.0583808019711135,97.39333333333332,0.3755732128105258
340.0,3.5,0.6000000000000001,0.05,0.3,0.4,1.0,0.0,3.0,5.0,3.1338428774753666,0.3856576139359799,1.5349703557963064,0.1315999974313641,0.0,105.45333333333332,0.3841442937204557
341.0,0.5,0.6000000000000001,0.05,0.3,0.4,1.0,0.0,3.0,5.0,3.076194801114136,0.435832127443102,2.3803025794572914,0.2049476424852814,0.0,165.8733333333333,0.3982816901070707
342.0,0.5,0.6000000000000001,0.05,0.3,0.4,1.0,0.1999999999999999,3.0,5.0,0.0,0.0,0.0,0.0,0.0761886569793828,0.0,0.0
343.0,0.5,0.6000000000000001,0.2166666666666666,0.3,0.4,1.0,0.1999999999999999,3.0,5.0,0.0,0.0,0.0,0.0,0.0595230141521494,0.0,0.0
344.0,0.5,0.6000000000000001,0.2166666666666666,0.1333333333333333,0.4,1.0,0.1999999999999999,3.0,5.0,0.0,0.0,0.0,0.0,0.1257474923216391,0.0,0.0
345.0,0.5,0.2,0.2166666666666666,0.1333333333333333,0.4,1.0,0.1999999999999999,3.0,5.0,0.0,0.0,0.0,0.0,0.1261248105389072,0.0,0.0
346.0,0.5,0.2,0.2166666666666666,0.1333333333333333,1.0,1.0,0.1999999999999999,3.0,5.0,0.0,0.0,0.0,0.0,0.1283760767409006,0.0,0.0
347.0,0.5,0.2,0.2166666666666666,0.1333333333333333,1.0,1.0,0.1999999999999999,3.0,2.0,0.0,0.0,0.0,0.0,0.1416778068043561,0.0,0.0
348.0,0.5,0.2,0.2166666666666666,0.1333333333333333,1.0,1.0,0.1999999999999999,8.0,2.0,0.0,0.0,0.0,0.0,0.2175581832924022,0.0,0.0
349.0,0.5,0.2,0.2166666666666666,0.1333333333333333,1.0,0.3666666666666667,0.1999999999999999,8.0,2.0,3.010171954112798,0.1747936507936508,0.537079365079365,0.4655793650793651,0.37771255238393,2.5800000000000005,0.0985245403986556
350.0,3.5,0.4,0.2166666666666666,0.3,0.1,0.05,0.0,8.0,3.5,3.0451167355778064,0.4422581216219572,15.26271996871779,0.8262973083252126,0.7298954398747785,64.0,0.1083022441869581
351.0,0.5,0.6000000000000001,0.1333333333333333,0.05,0.7,0.3666666666666667,0.1999999999999999,6.0,2.0,0.0,0.0,0.0,0.0,0.1758748101897732,0.0,0.0
352.0,0.5,0.6000000000000001,0.1333333333333333,0.2166666666666666,0.7,0.3666666666666667,0.1999999999999999,6.0,2.0,3.711240597053068,0.2369281371363414,0.8057643735693271,0.4201236552405283,0.573942668445426,9.14,0.2054721736301626
353.0,0.5,0.6000000000000001,0.3,0.2166666666666666,0.7,0.3666666666666667,0.1999999999999999,6.0,2.0,4.568981429954635,0.3595417730479828,2.3153491533718067,0.5661881230822504,0.632185579319933,23.053333333333335,0.2448698722304839
